WB1M,WB1Y,WB2,WB3,WB4,WB5,WB7,WAGE,WB8,MT6,MT9,MT10,MT13A,MT13B,MT13C,MT13D,MT13E,MT13X,CM1,CM5A,CM5B,CM6,CM7A,CM7B,CM8,CM9A,CM9B,CM10,CM12M,DB1,DB2,MN20,MN24,CP1,CP2,CP2A,CP5,DV1A,DV1B,DV1C,DV1D,DV1E,DV1F,DV1G,DV1H,DV1I,MA1,MA5,MA6,MA8M,MA8Y,MA9,SB1,SB14,SB15,HA1,HA2,HA3,HA4,HA5,HA6,HA7,HA8A,HA8B,HA8C,HA8BB,HA9,HA9A,HA10,HA11,HA12,HA12A,HA12B,HA12C,HA12D,HH7,WAGEM,MSTATUS,CEB,CSURV,CDEAD,wmweight,welevel,wscore,windex5
2,1995,19,Yes,Primary,6,Able to read whole sentence,15-19,Christianity,No,No,, , , , , , ,Yes,0,1,No,,,Yes,1,0,2,6,No,Later,Larger than average,Yes,No,Yes,,,No,No,No,No,No,No,No,No,No,"No, not in union",No,,,,,15,,1,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Shiselweni,,Never married/in union,2,1,1,.9266608783317215,Primary,-1.211591404650928,Poorest
8,1995,19,Yes,High,1,,15-19,Christianity,No,No,, , , , , , ,No,,,,,,No,,,0,,,,,,No,No,No,,No,No,No,No,No,No,No,No,No,"No, not in union",No,,,,,Never had intercourse,,,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Shiselweni,,Never married/in union,0,0,0,1.784958661677084,Higher,-1.226709329827967,Poorest
12,1997,16,Yes,Primary,4,Able to read only parts of sentence,15-19,Christianity,No,No,, , , , , , ,No,,,,,,No,,,0,,,,,,No,No,No,,No,No,No,No,No,No,No,No,No,"No, not in union",No,,,,,Never had intercourse,,,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Shiselweni,,Never married/in union,0,0,0,1.784958661677084,Primary,-1.226709329827967,Poorest
3,1998,16,Yes,Secondary,1,,15-19,Christianity,Yes,Yes,No, , , , , , ,No,,,,,,No,,,0,,,,,,No,No,No,,No,No,No,No,No,No,No,No,No,"No, not in union",No,,,,,Never had intercourse,,,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,DK,Yes,Yes,Yes,Yes,Yes,Yes,DK / Not sure / Depends,No,No,,Shiselweni,,Never married/in union,0,0,0,1.784958661677084,Secondary,.3223813618290759,Fourth
1,1999,15,Yes,Secondary,1,,15-19,Christianity,Yes,Yes,No, , , , , , ,No,,,,,,No,,,0,,,,,,No,No,No,,No,No,No,No,No,No,No,No,No,"No, not in union",No,,,,,Never had intercourse,,,Yes,Yes,No,Yes,DK,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,DK / Not sure / Depends,No,,Shiselweni,,Never married/in union,0,0,0,1.784958661677084,Secondary,.3223813618290759,Fourth
1,1998,16,Yes,Secondary,0,,15-19,Christianity,No,Yes,Yes,A, ,C, , , ,No,,,,,,No,,,0,,,,,,No,Yes,,,Yes,Yes,Yes,No,No,No,Yes,No,Yes,"No, not in union",No,,,,,14,,1,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,,Shiselweni,,Never married/in union,0,0,0,1.784958661677084,Secondary,-.6419464516261051,Second
12,1997,16,Yes,Secondary,0,,15-19,Christianity,Yes,No,, , , , , , ,No,,,,,,No,,,0,,,,,,No,No,No,,No,Yes,No,No,No,No,No,No,No,"No, not in union",No,,,,,Never had intercourse,,,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Shiselweni,,Never married/in union,0,0,0,1.784958661677084,Secondary,1.024270643047174,Richest
12,1997,16,Yes,Secondary,2,,15-19,Christianity,Yes,No,, , , , , , ,No,,,,,,No,,,0,,,,,,No,No,No,,No,Yes,No,No,No,No,Yes,No,Yes,"No, not in union",No,,,,,Never had intercourse,,,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,,Shiselweni,,Never married/in union,0,0,0,1.784958661677084,Secondary,-.4865254994659296,Second
8,1997,17,Yes,Secondary,2,,15-19,Christianity,Yes,Yes,No, , , , , , ,No,,,,,,No,,,0,,,,,,No,No,No,,No,No,No,No,No,No,No,No,No,"No, not in union",No,,,,,Never had intercourse,,,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Shiselweni,,Never married/in union,0,0,0,1.097459339750646,Secondary,.0454765233601399,Middle
3,1995,19,Yes,High,1,,15-19,Christianity,Yes,Yes,Yes, , , , , , ,Yes,1,0,No,,,No,,,1,4,,,,,No,Yes,,,No,No,No,No,No,No,No,No,No,"No, not in union",No,,,,,17,,3,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,DK / Not sure / Depends,No,,Shiselweni,,Never married/in union,1,1,0,1.097459339750646,Higher,.5442304535288758,Fourth
2,1998,16,Yes,Primary,5,Able to read whole sentence,15-19,Christianity,No,No,, , , , , , ,No,,,,,,No,,,0,,,,,,No,Yes,,,No,No,No,No,No,No,No,Yes,No,"No, not in union",No,,,,,15,,1,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,DK,No,Yes,No,No,Yes,No,DK / Not sure / Depends,No,,Shiselweni,,Never married/in union,0,0,0,.3496038768251495,Primary,1.515062194411784,Richest
8,1996,18,Yes,High,1,,15-19,Christianity,Yes,Yes,Yes,A, ,C, , , ,No,,,,,,No,,,0,,,,,,No,No,Missing,,No,No,No,No,No,No,No,No,No,"No, not in union",No,,,,,Never had intercourse,,,Yes,Yes,No,Yes,DK,No,Yes,No,No,No,,Yes,Yes,Yes,Yes,Yes,DK / Not sure / Depends,DK / Not sure / Depends,No,,Shiselweni,,Never married/in union,0,0,0,.3496038768251495,Higher,1.685467096699979,Richest
8,1996,18,Yes,Secondary,1,,15-19,Christianity,No,No,, , , , , , ,Yes,1,0,No,,,No,,,1,12,No,Later,Larger than average,Yes,No,Yes,,Missing,No,Yes,No,No,No,No,Yes,No,No,"No, not in union",No,,,,,14,,8,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,,Shiselweni,,Never married/in union,1,1,0,.7864818709419186,Secondary,-.6867233831468866,Second
6,1995,19,Yes,Secondary,2,,15-19,Christianity,Yes,Yes,Yes,A, , , , , ,Yes,0,1,No,,,No,,,1,10,No,Later,Very large,Yes,No,No,Yes,,No,No,No,No,No,No,No,No,No,"No, not in union",No,,,,,17,,1,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,DK / Not sure / Depends,DK / Not sure / Depends,Yes,No,Shiselweni,,Never married/in union,1,1,0,.8245374453423338,Secondary,-1.855425698618306,Poorest
12,1997,16,Yes,Secondary,1,,15-19,Christianity,No,No,, , , , , , ,No,,,,,,No,,,0,,,,,,No,No,No,,No,No,No,No,No,No,No,No,No,"No, not in union",No,,,,,Never had intercourse,,,Yes,Yes,No,Yes,DK,No,No,Yes,Yes,Yes,DK,Yes,Yes,No,Yes,Yes,DK / Not sure / Depends,DK / Not sure / Depends,No,,Shiselweni,,Never married/in union,0,0,0,.8245374453423338,Secondary,-.1026309486879416,Middle
10,1997,16,Yes,Primary,5,Able to read whole sentence,15-19,Christianity,No,No,, , , , , , ,No,,,,,,No,,,0,,,,,,No,No,No,,No,No,No,DK,No,No,DK,DK,No,"No, not in union",No,,,,,Never had intercourse,,,Yes,Yes,No,No,No,No,No,Yes,Yes,DK,Yes,Yes,Yes,Yes,Yes,Yes,DK / Not sure / Depends,DK / Not sure / Depends,No,,Shiselweni,,Never married/in union,0,0,0,.8245374453423338,Primary,-.1026309486879416,Middle
11,1998,15,Yes,Primary,4,Able to read whole sentence,15-19,Christianity,No,No,, , , , , , ,No,,,,,,No,,,0,,,,,,No,No,No,,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,"No, not in union",No,,,,,Never had intercourse,,,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,DK / Not sure / Depends,Yes,Yes,No,Shiselweni,,Never married/in union,0,0,0,.8245374453423338,Primary,-.1026309486879416,Middle
11,1997,16,Yes,High,0,,15-19,Christianity,No,No,, , , , , , ,No,,,,,,No,,,0,,,,,,No,No,No,,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,"No, not in union",No,,,,,Never had intercourse,,,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,,Shiselweni,,Never married/in union,0,0,0,.8245374453423338,Higher,-.1026309486879416,Middle
3,1995,19,Yes,High,0,,15-19,Christianity,No,No,, , , , , , ,No,,,,,,No,,,0,,,,,,No,No,No,,No,No,No,DK,No,No,DK,DK,No,"No, not in union",No,,,,,Never had intercourse,,,Yes,Yes,No,Yes,No,No,No,No,Yes,Yes,DK,Yes,Yes,Yes,DK / Not sure / Depends,Yes,DK / Not sure / Depends,DK / Not sure / Depends,Yes,No,Shiselweni,,Never married/in union,0,0,0,.8245374453423338,Higher,.2470566742689052,Middle
3,1999,15,Yes,Secondary,0,,15-19,Christianity,No,No,, , , , , , ,No,,,,,,No,,,0,,,,,,No,No,No,,No,No,No,No,No,No,No,No,No,"No, not in union",No,,,,,Never had intercourse,,,Yes,Yes,No,Yes,No,No,No,No,Yes,Yes,DK,Yes,Yes,Yes,Yes,Yes,DK / Not sure / Depends,DK / Not sure / Depends,No,,Shiselweni,,Never married/in union,0,0,0,.8245374453423338,Secondary,.2470566742689052,Middle
8,1996,18,Yes,Secondary,1,,15-19,Christianity,No,No,, , , , , , ,Yes,0,1,No,,,No,,,1,1,No,Later,Average,Yes,No,No,Yes,,No,No,No,No,No,No,Yes,No,No,"No, not in union",No,,,,,17,,2,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Shiselweni,,Never married/in union,1,1,0,.8245374453423338,Secondary,.3077092213538019,Fourth
4,1997,17,Yes,Primary,5,Able to read whole sentence,15-19,Christianity,Yes,No,, , , , , , ,No,,,,,,No,,,0,,,,,,No,Yes,,,No,No,No,No,No,No,Yes,No,No,"No, not in union",No,,,,,17,,1,Yes,Yes,No,Yes,DK,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Shiselweni,,Never married/in union,0,0,0,.8245374453423338,Primary,-2.076774009694226,Poorest
2,1996,18,Yes,Secondary,0,,15-19,Christianity,No,No,, , , , , , ,No,,,,,,No,,,0,,,,,,No,No,No,,Yes,Yes,No,No,No,No,Yes,No,No,"No, not in union",No,,,,,Never had intercourse,,,Yes,No,No,No,No,No,Yes,No,No,No,,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Shiselweni,,Never married/in union,0,0,0,.8245374453423338,Secondary,-.1003562657233227,Middle
7,1999,15,Yes,Secondary,0,,15-19,Christianity,No,No,, , , , , , ,No,,,,,,No,,,0,,,,,,No,No,No,,No,No,No,DK,No,No,No,No,No,"No, not in union",No,,,,,Never had intercourse,,,Yes,No,No,No,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,,Shiselweni,,Never married/in union,0,0,0,.8245374453423338,Secondary,-.1003562657233227,Middle
2,1998,16,Yes,Secondary,0,,15-19,Christianity,No,No,, , , , , , ,No,,,,,,No,,,0,,,,,,No,No,No,,No,No,No,Yes,No,No,No,No,No,"No, not in union",No,,,,,Never had intercourse,,,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,,Shiselweni,,Never married/in union,0,0,0,.580474361521003,Secondary,-.3202785330895017,Middle
9,1994,19,Yes,Secondary,1,,15-19,Christianity,No,No,, , , , , , ,Yes,0,1,No,,,No,,,1,6,No,Later,Smaller than average,Yes,No,No,Yes,,No,Yes,Yes,No,No,Yes,Yes,No,Yes,"No, not in union",No,,,,,17,,4,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,,Shiselweni,,Never married/in union,1,1,0,.580474361521003,Secondary,-.8692620466429031,Second
9,1998,16,Yes,Primary,4,Able to read whole sentence,15-19,Christianity,No,No,, , , , , , ,No,,,,,,No,,,0,,,,,,No,No,No,,No,No,No,No,No,No,No,No,Yes,"No, not in union",No,,,,,Never had intercourse,,,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Shiselweni,,Never married/in union,0,0,0,.580474361521003,Primary,-.8692620466429031,Second
3,1998,16,Yes,High,0,,15-19,Christianity,Yes,Yes,Yes, , , , , , ,No,,,,,,No,,,0,,,,,,No,No,No,,No,DK,No,DK,No,No,DK,No,No,"No, not in union",No,,,,,Never had intercourse,,,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,DK / Not sure / Depends,Yes,No,,Shiselweni,,Never married/in union,0,0,0,.580474361521003,Higher,.0815255059559245,Middle
3,1996,18,Yes,Primary,4,Able to read whole sentence,15-19,Christianity,Yes,No,, , , , , , ,No,,,,,,No,,,0,,,,,,No,Yes,,,Yes,No,Yes,No,No,No,Yes,No,No,"No, not in union",No,,,,,17,,1,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,,Shiselweni,,Never married/in union,0,0,0,.580474361521003,Primary,.2953218932708806,Middle
1,1998,16,Yes,Secondary,0,,15-19,Christianity,No,No,, , , , , , ,No,,,,,,No,,,0,,,,,,No,No,No,,No,No,No,No,No,No,No,No,No,"No, not in union",No,,,,,Never had intercourse,,,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,DK / Not sure / Depends,DK / Not sure / Depends,No,,Shiselweni,,Never married/in union,0,0,0,.580474361521003,Secondary,-.998294009831785,Poorest
3,1997,17,Yes,Secondary,2,,15-19,Christianity,Yes,No,, , , , , , ,No,,,,,,No,,,0,,,,,,No,No,No,,Yes,DK,Yes,Yes,DK,Yes,Yes,No,Yes,"No, not in union",No,,,,,Never had intercourse,,,Yes,Yes,No,Yes,Yes,No,No,No,No,DK,,Yes,Yes,Yes,DK / Not sure / Depends,Yes,DK / Not sure / Depends,Yes,No,,Shiselweni,,Never married/in union,0,0,0,.580474361521003,Secondary,-.851061928487348,Second
5,1999,15,Yes,Primary,5,Able to read whole sentence,15-19,Christianity,No,No,, , , , , , ,No,,,,,,No,,,0,,,,,,No,No,No,,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,"No, not in union",No,,,,,Never had intercourse,,,Yes,Yes,No,Yes,No,No,No,Yes,Yes,No,Yes,No,No,No,Yes,Yes,No,No,Yes,Yes,Shiselweni,,Never married/in union,0,0,0,.6621035686098941,Primary,-.8301253710321355,Second
7,1998,16,Yes,Primary,6,Able to read whole sentence,15-19,Christianity,No,No,, , , , , , ,No,,,,,,No,,,0,,,,,,No,No,No,,No,No,No,DK,No,DK,DK,DK,No,"No, not in union",No,,,,,Never had intercourse,,,Yes,Yes,No,Yes,No,No,No,DK,DK,DK,,Yes,Yes,Yes,Yes,Yes,DK / Not sure / Depends,DK / Not sure / Depends,No,,Shiselweni,,Never married/in union,0,0,0,.6621035686098941,Primary,-1.459446705832503,Poorest
4,1998,16,Yes,High,0,,15-19,Christianity,Yes,No,, , , , , , ,No,,,,,,No,,,0,,,,,,No,No,No,,No,Yes,No,No,No,No,Yes,No,Yes,"No, not in union",No,,,,,Never had intercourse,,,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,DK / Not sure / Depends,DK / Not sure / Depends,Yes,No,Shiselweni,,Never married/in union,0,0,0,.6621035686098941,Higher,.0048246106163121,Middle
1,1998,16,Yes,Primary,5,Able to read whole sentence,15-19,Christianity,No,No,, , , , , , ,No,,,,,,No,,,0,,,,,,No,No,No,,Yes,No,No,No,No,Yes,No,No,No,"No, not in union",No,,,,,Never had intercourse,,,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,,Shiselweni,,Never married/in union,0,0,0,.6621035686098941,Primary,-.8949594312098474,Second
10,1997,16,Yes,Primary,6,Able to read whole sentence,15-19,Christianity,No,No,, , , , , , ,No,,,,,,No,,,0,,,,,,No,No,No,,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,"No, not in union",No,,,,,Never had intercourse,,,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Shiselweni,,Never married/in union,0,0,0,.6621035686098941,Primary,-.4042720447584268,Second
6,1999,15,Yes,Primary,5,Able to read whole sentence,15-19,Christianity,No,No,, , , , , , ,No,,,,,,No,,,0,,,,,,No,No,No,,No,Yes,Yes,No,No,No,Yes,Yes,Yes,"No, not in union",No,,,,,Never had intercourse,,,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,,Shiselweni,,Never married/in union,0,0,0,.6621035686098941,Primary,-.4042720447584268,Second
9,1995,18,Yes,Secondary,0,,15-19,Christianity,Yes,No,, , , , , , ,Yes,0,1,No,,,No,,,1,2,No,Later,Smaller than average,Yes,No,No,No,,No,No,No,No,No,No,Yes,Yes,Yes,"No, not in union",No,,,,,17,,1,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,DK / Not sure / Depends,No,,Shiselweni,,Never married/in union,1,1,0,.6621035686098941,Secondary,-1.181292840423278,Poorest
7,1999,15,Yes,Primary,6,Able to read whole sentence,15-19,Christianity,No,No,, , , , , , ,No,,,,,,No,,,0,,,,,,No,No,No,,No,No,No,DK,No,No,DK,DK,No,"No, not in union",No,,,,,Never had intercourse,,,Yes,Yes,No,Yes,No,No,No,Yes,Yes,DK,Yes,Yes,Yes,DK / Not sure / Depends,No,Yes,DK / Not sure / Depends,DK / Not sure / Depends,No,,Shiselweni,,Never married/in union,0,0,0,.6621035686098941,Primary,-1.951900483025032,Poorest
12,1995,18,Yes,Secondary,0,,15-19,Christianity,Yes,No,, , , , , , ,No,,,,,,No,,,0,,,,,,No,No,No,,No,No,No,No,No,No,No,No,No,"No, not in union",No,,,,,Never had intercourse,,,Yes,Yes,No,DK,No,DK,DK,Yes,DK,Yes,Yes,Yes,Yes,No,Yes,Yes,DK / Not sure / Depends,DK / Not sure / Depends,No,,Shiselweni,,Never married/in union,0,0,0,.384651685345243,Secondary,-.3401617487862008,Middle
12,1995,18,Yes,Secondary,0,,15-19,Christianity,Yes,No,, , , , , , ,No,,,,,,No,,,0,,,,,,No,No,No,,No,No,No,No,No,No,No,No,No,"No, not in union",No,,,,,Never had intercourse,,,Yes,Yes,No,DK,DK,No,No,DK,DK,Yes,Yes,Yes,Yes,DK / Not sure / Depends,DK / Not sure / Depends,Yes,DK / Not sure / Depends,DK / Not sure / Depends,No,,Shiselweni,,Never married/in union,0,0,0,.384651685345243,Secondary,-.3401617487862008,Middle
5,1999,15,Yes,Secondary,1,,15-19,Christianity,Yes,No,, , , , , , ,No,,,,,,No,,,0,,,,,,No,No,No,,No,No,No,No,No,No,No,No,No,"No, not in union",No,,,,,Never had intercourse,,,Yes,DK,No,Yes,No,No,No,DK,Yes,Yes,Yes,Yes,Yes,Yes,DK / Not sure / Depends,Yes,DK / Not sure / Depends,DK / Not sure / Depends,No,,Shiselweni,,Never married/in union,0,0,0,.384651685345243,Secondary,-.3401617487862008,Middle
3,1998,16,Yes,Primary,6,Able to read whole sentence,15-19,Christianity,No,No,, , , , , , ,No,,,,,,No,,,0,,,,,,No,No,No,,No,No,No,No,No,No,No,No,No,"No, not in union",No,,,,,Never had intercourse,,,Yes,Yes,No,Yes,Yes,No,Yes,DK,DK,DK,,Yes,Yes,Yes,Yes,Yes,DK / Not sure / Depends,DK / Not sure / Depends,No,,Shiselweni,,Never married/in union,0,0,0,.384651685345243,Primary,-1.741594746720291,Poorest
7,1997,17,Yes,Secondary,1,,15-19,Christianity,Yes,No,, , , , , , ,No,,,,,,No,,,0,,,,,,No,No,No,,No,No,No,No,No,No,No,No,No,"No, not in union",No,,,,,Never had intercourse,,,Yes,Yes,No,Yes,Yes,No,Yes,DK,DK,DK,,Yes,Yes,Yes,No,Yes,DK / Not sure / Depends,DK / Not sure / Depends,No,,Shiselweni,,Never married/in union,0,0,0,.384651685345243,Secondary,-1.741594746720291,Poorest
4,1998,16,Yes,Primary,6,Able to read whole sentence,15-19,Christianity,No,No,, , , , , , ,No,,,,,,No,,,0,,,,,,No,No,No,,No,No,No,Yes,No,Yes,Yes,No,No,"No, not in union",No,,,,,Never had intercourse,,,Yes,Yes,No,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,,Shiselweni,,Never married/in union,0,0,0,.384651685345243,Primary,-.6143552926532956,Second
6,1995,19,Yes,Secondary,1,,15-19,Christianity,Yes,No,, , , , , , ,No,,,,,,No,,,0,,,,,,No,Yes,,,No,No,No,No,No,No,Yes,No,No,"No, not in union",No,,,,,17,,2,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,,Shiselweni,,Never married/in union,0,0,0,.384651685345243,Secondary,-1.148170720219734,Poorest
11,1998,15,Yes,Secondary,0,,15-19,Christianity,Yes,No,, , , , , , ,No,,,,,,No,,,0,,,,,,No,No,No,,Yes,No,Yes,No,No,Yes,Yes,DK,Yes,"No, not in union",No,,,,,Never had intercourse,,,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Shiselweni,,Never married/in union,0,0,0,.384651685345243,Secondary,-1.148170720219734,Poorest
11,1998,15,Yes,Secondary,0,,15-19,Christianity,No,No,, , , , , , ,No,,,,,,No,,,0,,,,,,No,No,No,,No,Yes,Yes,No,No,Yes,Yes,No,Yes,"No, not in union",No,,,,,Never had intercourse,,,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Shiselweni,,Never married/in union,0,0,0,.384651685345243,Secondary,-1.148170720219734,Poorest
4,1997,17,Yes,Secondary,1,,15-19,Christianity,Yes,No,, , , , , , ,No,,,,,,No,,,0,,,,,,No,No,No,,No,No,No,No,No,No,No,No,No,"No, not in union",No,,,,,Never had intercourse,,,Yes,Yes,Yes,Yes,No,No,DK,DK,DK,DK,,Yes,Yes,Yes,DK / Not sure / Depends,Yes,DK / Not sure / Depends,DK / Not sure / Depends,Yes,No,Shiselweni,,Never married/in union,0,0,0,.384651685345243,Secondary,-1.013642072410232,Poorest
9,1995,19,Yes,High,0,,15-19,Christianity,Yes,No,, , , , , , ,No,,,,,,No,,,0,,,,,,No,No,No,,No,No,No,No,No,No,Yes,No,No,"No, not in union",No,,,,,Never had intercourse,,,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,DK / Not sure / Depends,Yes,Yes,No,Shiselweni,,Never married/in union,0,0,0,.5793494112079778,Higher,-1.369873611040158,Poorest
12,1998,15,Yes,Secondary,0,,15-19,Christianity,No,No,, , , , , , ,No,,,,,,No,,,0,,,,,,No,No,No,,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,"No, not in union",No,,,,,Never had intercourse,,,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,,Shiselweni,,Never married/in union,0,0,0,.5793494112079778,Secondary,-.2423952098597609,Middle
12,1995,18,Yes,High,2,,15-19,Christianity,Yes,Yes,Yes, , , , , , ,No,,,,,,No,,,0,,,,,,No,No,No,,No,No,No,No,No,No,No,No,No,"No, not in union",No,,,,,Never had intercourse,,,Yes,Yes,No,Yes,No,No,No,Yes,No,Yes,DK,Yes,Yes,Yes,Yes,Yes,DK / Not sure / Depends,Yes,No,,Shiselweni,,Never married/in union,0,0,0,.5793494112079778,Higher,-.4592996641611287,Second
1,1996,18,Yes,Secondary,2,,15-19,Christianity,Yes,Yes,Yes, , , , , , ,No,,,,,,No,,,0,,,,,,No,No,No,,Yes,No,Yes,No,No,No,Yes,No,Yes,"No, not in union",No,,,,,Never had intercourse,,,Yes,Yes,No,Yes,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes,DK / Not sure / Depends,Yes,Yes,Yes,DK / Not sure / Depends,No,Shiselweni,,Never married/in union,0,0,0,.5912238867343548,Secondary,-.1908178557435075,Middle
12,1996,17,Yes,Secondary,1,,15-19,Christianity,Yes,No,, , , , , , ,No,,,,,,No,,,0,,,,,,No,No,No,,Yes,No,No,DK,No,No,No,DK,No,"No, not in union",No,,,,,Never had intercourse,,,Yes,No,No,No,Yes,No,Yes,No,DK,DK,,Yes,Yes,Yes,No,Yes,DK / Not sure / Depends,DK / Not sure / Depends,No,,Shiselweni,,Never married/in union,0,0,0,.5912238867343548,Secondary,-1.00998624101869,Poorest
6,1996,18,Yes,High,0,,15-19,Christianity,Yes,Yes,Yes, , , , , , ,No,,,,,,No,,,0,,,,,,No,No,No,,Yes,Yes,No,Yes,No,No,Yes,No,No,"No, not in union",No,,,,,Never had intercourse,,,Yes,No,No,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,DK / Not sure / Depends,No,,Shiselweni,,Never married/in union,0,0,0,.5912238867343548,Higher,-2.359233503509481,Poorest
7,1999,15,Yes,Secondary,0,,15-19,Christianity,Yes,No,, , , , , , ,No,,,,,,No,,,0,,,,,,No,No,No,,DK,DK,No,DK,No,DK,DK,DK,No,"No, not in union",No,,,,,Never had intercourse,,,Yes,Yes,No,No,DK,No,No,No,DK,Yes,Yes,Yes,Yes,Yes,No,Yes,DK / Not sure / Depends,DK / Not sure / Depends,Yes,DK / Not sure / Depends,Shiselweni,,Never married/in union,0,0,0,.5912238867343548,Secondary,-2.011292054314021,Poorest
5,1996,18,Yes,Secondary,0,,15-19,Christianity,Yes,No,, , , , , , ,No,,,,,,No,,,0,,,,,,No,No,No,,No,No,No,No,No,No,No,No,No,"No, not in union",No,,,,,Never had intercourse,,,Yes,No,No,No,No,No,Yes,Yes,Yes,No,DK,Yes,Yes,Yes,No,Yes,No,Yes,No,,Shiselweni,,Never married/in union,0,0,0,.5912238867343548,Secondary,-.1925843230693704,Middle
7,1998,16,Yes,Secondary,0,,15-19,Christianity,Yes,No,, , , , , , ,No,,,,,,No,,,0,,,,,,No,No,No,,No,Yes,Yes,No,No,No,Yes,No,Yes,"No, not in union",No,,,,,Never had intercourse,,,Yes,Yes,No,Yes,No,No,Yes,DK,DK,DK,,Yes,Yes,Yes,No,Yes,DK / Not sure / Depends,DK / Not sure / Depends,No,,Shiselweni,,Never married/in union,0,0,0,.5912238867343548,Secondary,-.1925843230693704,Middle
